x RMSE, y RMSE, vx RMSE, vy RMSE, NIS, Sensor
0.0720787, 0.0834202, 0.372168, 0.246199, 2.17127,0
0.0722128, 0.0833252, 0.371757, 0.246015, 8.91935,1
0.0724372, 0.0832368, 0.371368, 0.245854, 0.396478,0
0.0726109, 0.0831599, 0.370962, 0.245723, 2.30697,1
0.0726917, 0.0830621, 0.370527, 0.245463, 1.01564,0
0.0727128, 0.082966, 0.37012, 0.245196, 0.843224,1
0.0726686, 0.0828788, 0.369753, 0.244973, 1.20973,0
0.0726199, 0.0828202, 0.369428, 0.244819, 3.17756,1
0.0725612, 0.0828122, 0.369103, 0.244806, 0.0730415,0
0.0725585, 0.0828336, 0.368693, 0.245136, 4.35007,1
0.0725823, 0.0829258, 0.368293, 0.245572, 0.0435876,0
0.0727114, 0.0830804, 0.368007, 0.246186, 1.49434,1
0.0726813, 0.0830105, 0.367586, 0.246047, 4.71476,0
0.0726402, 0.0829981, 0.36718, 0.246082, 5.46808,1
0.0725647, 0.0829448, 0.366757, 0.245959, 1.01601,0
0.0724815, 0.0829296, 0.366357, 0.245883, 1.50492,1
0.0724022, 0.0829507, 0.365945, 0.245876, 0.322619,0
0.0723272, 0.0829871, 0.365762, 0.245783, 2.1366,1
0.0722449, 0.0829935, 0.365511, 0.245655, 2.1403,0
0.0721681, 0.082949, 0.365099, 0.245512, 5.83971,1
0.0720926, 0.082906, 0.364688, 0.245368, 0.0557134,0
0.0720416, 0.0828825, 0.364287, 0.245287, 1.63546,1
0.0719937, 0.0832692, 0.363919, 0.245979, 4.29095,0
0.0720077, 0.083641, 0.363877, 0.24675, 5.51252,1
0.0721492, 0.0838597, 0.363883, 0.247103, 3.29955,0
0.0722032, 0.0840804, 0.363545, 0.247244, 4.87256,1
0.0721693, 0.0841628, 0.363143, 0.247132, 1.56102,0
0.072212, 0.0842364, 0.362942, 0.247052, 1.72218,1
0.0723636, 0.0843451, 0.362815, 0.246996, 0.49051,0
0.0726913, 0.0844841, 0.363073, 0.246994, 0.958936,1
0.0730745, 0.0847194, 0.363297, 0.247053, 0.437341,0
0.0733999, 0.0849084, 0.363199, 0.246967, 4.90082,1
0.0734603, 0.085029, 0.362862, 0.24677, 6.35913,0
0.0735986, 0.0851974, 0.362556, 0.246611, 1.61192,1
0.0736475, 0.0852739, 0.362181, 0.24637, 0.862162,0
0.0736214, 0.0854906, 0.361838, 0.246223, 5.02759,1
0.0735431, 0.0854925, 0.361717, 0.245953, 2.65734,0
0.0734674, 0.0854526, 0.361366, 0.245688, 3.17505,1
0.0734303, 0.08537, 0.361087, 0.245469, 0.530807,0
0.0734079, 0.0852796, 0.360813, 0.245261, 0.38475,1
0.0734525, 0.0852082, 0.360624, 0.245214, 0.618294,0
0.0735355, 0.08515, 0.360425, 0.245152, 0.0241556,1
0.073594, 0.0851469, 0.360183, 0.245158, 1.19512,0
0.0736983, 0.0851903, 0.359999, 0.245182, 0.417065,1
0.0737009, 0.0851241, 0.359657, 0.244943, 1.45321,0
0.0736933, 0.0850704, 0.359279, 0.244702, 0.219787,1
0.0736176, 0.0849873, 0.358931, 0.244515, 2.01051,0
0.0736275, 0.0849042, 0.358701, 0.244341, 7.67915,1
0.0736549, 0.0848182, 0.35847, 0.244177, 0.185159,0
0.0736329, 0.084747, 0.358104, 0.244073, 6.30781,1
0.0735724, 0.0848456, 0.357803, 0.244407, 2.10102,0
0.0735163, 0.0849959, 0.357479, 0.244833, 0.558814,1
0.0736175, 0.0849063, 0.357125, 0.244613, 7.91866,0
0.0736912, 0.0848194, 0.356771, 0.244364, 1.77887,1
0.0737196, 0.0847358, 0.356446, 0.244183, 0.474441,0
0.0737615, 0.0846551, 0.356086, 0.244024, 0.293807,1
0.0738121, 0.0845933, 0.355714, 0.243768, 4.18757,0
0.0738792, 0.0845679, 0.355347, 0.243523, 1.43783,1
0.073861, 0.0844805, 0.355042, 0.243322, 1.58807,0
0.0738262, 0.0843956, 0.354815, 0.243106, 0.52507,1
0.0737822, 0.0843657, 0.354549, 0.242853, 2.31946,0
0.0737709, 0.0843439, 0.35422, 0.242601, 2.82469,1
0.0737105, 0.0843193, 0.353948, 0.242351, 0.603367,0
0.0736773, 0.0842333, 0.353688, 0.242364, 8.19343,1
0.0737519, 0.0841537, 0.353524, 0.242572, 2.64989,0
0.0738199, 0.0840811, 0.353244, 0.242817, 0.399594,1
0.0738121, 0.0840309, 0.352898, 0.243242, 1.09405,0
0.073763, 0.0839494, 0.352723, 0.24327, 6.15456,1
0.0737207, 0.0838725, 0.352467, 0.243136, 2.21192,0
0.0736456, 0.083788, 0.352346, 0.243159, 3.71297,1
0.0735724, 0.083707, 0.352127, 0.243076, 0.891477,0
0.0735007, 0.083624, 0.352029, 0.243114, 2.39384,1
0.0734262, 0.0835457, 0.3518, 0.243013, 1.31184,0
0.0733669, 0.0834717, 0.351686, 0.243145, 6.12314,1
0.0736141, 0.0835577, 0.352277, 0.243884, 3.5865,0
0.0739519, 0.0836399, 0.353004, 0.244505, 1.52928,1
0.0739149, 0.0835839, 0.352803, 0.244597, 7.28176,0
0.0738837, 0.0835329, 0.352713, 0.244614, 2.09447,1
0.07382, 0.083488, 0.352473, 0.244621, 0.807157,0
